title,imdb_id,existing_budget,scraped_budget,scraped_boxoffice,release_year,budget_difference
Oh! The Nomugi Pass,tt0078737,,,,,
The Baader Meinhof Complex,tt0765432,,20000000.0,26937355.0,,
The Flight of the Phoenix,tt0377062,,45000000.0,35021497.0,,
Arch of Triumph,tt0040109,,5000000.0,,,
Innocence,tt0106226,,34000000.0,32255953.0,,
The Pianist,tt0253474,,35000000.0,120098945.0,,
The Perks of Being a Wallflower,tt1659337,,13000000.0,33384127.0,,
Bitter Moon,tt0104779,,5000000.0,1862805.0,,
Earth,tt26443935,,,,,
The Twilight Saga: Breaking Dawn - Part 1,tt1324999,,110000000.0,712205856.0,,
Law at Randado,tt0097720,,,,,
The Name of the Rose,tt0091605,,30000000000.0,7153487.0,,
Die Stadt ohne Juden,tt0016392,,,,,
The Narrows,tt1008010,,5000000.0,,,
His Girl Friday,tt0032599,,,,,
The Professor's Beloved Equation,tt0498505,,5000000.0,8299771.0,,
Ring: Kanzenban,tt0235133,,,,,
Dark Eyes,tt0083031,,,,,
The Eagle Has Landed,tt0074452,,6000000.0,,,
A Rage in Harlem,tt0102749,,8000000.0,10438504.0,,
The Life and Adventures of Nicholas Nickleby,tt0039657,,,,,
Silence,tt0102926,,19000000.0,272742922.0,,
In the Bedroom,tt0247425,,1700000.0,44763181.0,,
Stick,tt0430634,,,31976848.0,,
The Lodger,tt0017075,,12000.0,83568.0,,
Casino Royale,tt0381061,,150000000.0,616577552.0,,
Poverty and Nobility,tt0047238,,,,,
Thirteen Days,tt0146309,,80000000.0,66579890.0,,
"20,000 Leagues Under the Sea",tt0046672,,9000000.0,746.0,,
Here Without Me,tt1874522,,,,,
Seven Keys to Baldpate,tt0039815,,,,,
Danton,tt0083789,,,,,
Robinson Crusoe,tt0117496,,,183886.0,,
Great Expectations,tt0119223,,25000000.0,55494066.0,,
Tess of the Storm Country,tt0013662,,400000.0,,,
Tess of the Storm Country,tt0013662,,400000.0,,,
Anna Karenina,tt1781769,,40600000.0,68929150.0,,
Nutcracker: The Motion Picture,tt6188562,,,,,
The Tale of Sweeney Todd,tt0147582,,,,,
Schakels,tt1058750,,,,,
Heart of a Dog,tt4935446,,,495865.0,,
The Number 23,tt0481369,,30000000.0,77677553.0,,
Albert Nobbs,tt1602098,,8000000.0,7532259.0,,
The New Swiss Family Robinson,tt0130142,,,,,
The Right Stuff,tt0086197,,27000000.0,21192315.0,,
Under Two Flags,tt0028442,,1500000.0,,,
Once You Meet a Stranger,tt0117244,,,,,
My Foolish Heart,tt0041672,,,,,
The Count of Monte Cristo,tt29547746,,,,,
The Last of the Mohicans,tt0104691,,40000000.0,75506530.0,,
There Goes the Bride,tt33097499,,3000.0,,,
Wild Hearts Can't Be Broken,tt0103262,,,7294835.0,,
Treasure Island,tt0025907,,,4957320.0,,
200 Pounds Beauty,tt0940642,,,42013016.0,,
"Time, Forward!",tt2109252,,,,,
Man on Horseback,tt0064662,,,,,
Cleopatra,tt0056937,,44000000.0,57778494.0,,
The Left-Handed Woman,tt0076316,,,3773.0,,
Harry Potter and the Goblet of Fire,tt0330373,,150000000.0,897468952.0,,
The Old Dark House,tt0023293,,,34649.0,,
La Torre de los Siete Jorobados,tt0037387,,,,,
Sorrell and Son,tt0018429,,,,,
The Dresser,tt4247618,,,,,
The Beloved Rogue,tt0017667,,,,,
Daddy-Long-Legs,tt0047969,,,,,
The Saint Strikes Back,tt0031890,,128000.0,,,
The Bonnie Brier Bush,tt0011990,,,,,
Breakfast at Tiffany's,tt0054698,,2500000.0,594615.0,,
Yes Man,tt1068680,,70000000.0,223241637.0,,
Nancy Drew... Reporter,tt0031709,,,,,
Taking Lives,tt0364045,,45000000.0,65470529.0,,
Cohen and Tate,tt0097074,,,64227.0,,
The Story of a Mother,tt0079956,,,,,
Payback,tt0120784,,90000000.0,161626121.0,,
Fist of the North Star,tt0113074,,7000000.0,,,
Time After Time,tt0080025,,,,,
Mr. Denning Drives North,tt0044928,,,,,
Lord Jim,tt0059399,,,,,
The Wings of the Dove,tt0120520,,,13692848.0,,
Total Recall,tt0100802,,65000000.0,261317921.0,,
Detour,tt0037638,,30000.0,16172.0,,
The Godfather Part II,tt0071562,,13000000.0,47964222.0,,
Toys in the Attic,tt0057598,,2100000.0,,,
Moonraker,tt0079574,,34000000.0,210308099.0,,
Rebirth,tt31036941,,,,,
The Sign of Four,tt0685628,,,,,
The Lost Man,tt0044188,,,,,
The Saint in London,tt0031891,,,,,
The Bible: In The Beginning,tt0060164,,18000000.0,,,
Die Feuerzangenbowle,tt0036818,,,,,
Balyakalasakhi,tt3476368,,50000000.0,,,
Heat and Dust,tt0084058,,,1772889.0,,
Gate of Flesh,tt0058409,,,,,
Världens bästa Karlsson,tt0073227,,,606162.0,,
The Lyons Mail,tt0333845,,,,,
Les Misérables,tt1707386,,61000000.0,442757529.0,,
The Maltese Falcon,tt0033870,,375000.0,39387.0,,
The Frog Prince,tt0780521,,105000000.0,267056816.0,,
Rumble Fish,tt0086216,,10000000.0,2494480.0,,
Gulliver's Travels,tt1320261,,112000000.0,237382724.0,,
Nights and Days,tt0243736,,17000000.0,95146283.0,,
Glory,tt0097441,,18000000.0,26979166.0,,
U-Carmen e-Khayelitsha,tt0445776,,5279093.0,123616.0,,
Count Dracula,tt0075882,,,,,
The Horseman on the Roof,tt0926289,,,,,
I Am Legend,tt0480249,,150000000.0,585410052.0,,
I Take This Woman,tt0031466,,1271000.0,,,
Vares: Private Eye,tt0372594,,1500000.0,4675752.0,,
The Invisible Woman,tt1700845,,,3986888.0,,
Dronningens vagtmester,tt0057014,,,,,
The Mystery of the Yellow Room,tt0010499,,,,,
Grete Minde,tt0080816,,,,,
Brainwashed,tt0054272,,,,,
The Spoilers,tt0035369,,723455.0,,,
The Pillow Book,tt0114134,,,2372744.0,,
Laughing Boy,tt0025371,,518000.0,,,
Orlando,tt0107756,,4000000.0,5409423.0,,
Of Mice and Men,tt0105046,,,5471088.0,,
One Deadly Summer,tt0086655,,,,,
A Carol Christmas,tt0087056,,,,,
The Accidental Tourist,tt0094606,,,32632093.0,,
Someday This Pain Will Be Useful to You,tt1703125,,8000000.0,666922.0,,
The Tenant,tt0074811,,,1924733.0,,
Master of the World,tt0311113,,150000000.0,211622535.0,,
"Little Man, What Now?",tt0025408,,,,,
American Psycho,tt0144084,,7000000.0,34266679.0,,
Love Life,tt10380768,,,,,
Carlito's Way: Rise to Power,tt0427038,,9000000.0,,,
Ask the Dust,tt0384814,,,2460057.0,,
Dorian Gray,tt1235124,,,22873653.0,,
The Farmer's Daughter,tt0039370,,,,,
The Enchanted Forest,tt34622111,,,,,
Raise The Titanic,tt0081400,,36000000.0,,,
Zathura,tt0406375,,65000000.0,65079236.0,,
Miss Evers' Boys,tt0119679,,,,,
Placówka,tt0099768,,,1232210.0,,
The 19th Wife,tt1681687,,,,,
Kiss Them for Me,tt0050599,,1945000.0,,,
The Innocents,tt4028464,,,321757.0,,
Eat Pray Love,tt0879870,,60000000.0,204596571.0,,
Ever After,tt0120631,,26000000.0,98005666.0,,
The Three Stooges Go Around the World in a Daze,tt0057580,,,,,
In Search of the Castaways,tt0056095,,,,,
The Man Who Shot Liberty Valance,tt0056217,,3200000.0,,,
Amen.,tt0090395,,,,,
The Other Boleyn Girl,tt0467200,,35000000.0,78201830.0,,
De Schippers van de Kameleon,tt0314620,,,4649322.0,,
The Canterville Ghost,tt2403439,,,3790424.0,,
Robinson Crusoe on Mars,tt0058530,,1200000.0,,,
Death and the Compass,tt1596291,,,,,
Room at the Top,tt0053226,,280000.0,,,
Carol for Another Christmas,tt0057916,,,,,
With Fire As Witness,tt0205727,,,,,
The Two Faces of Dr. Jekyll,tt0054416,,146417.0,,,
The Whore,tt0070359,,,47344.0,,
Persuasion,tt13456318,,,,,
The History Boys,tt0464049,,2000000.0,13407101.0,,
Dead Calm,tt0097162,,10400000.0,7825135.0,,
Arabian Nights,tt0071502,,,755.0,,
Desert Flower,tt1054580,,,14682943.0,,
Graveyard Shift,tt0099697,,10500000.0,11582891.0,,
War of the Buttons,tt0111666,,,12712.0,,
The Hot Rock,tt0068718,,4895000.0,,,
The Day the Earth Froze,tt24053860,,,,,
Journey to the Center of the Earth,tt0373051,,60000000.0,244232688.0,,
Message in a Bottle,tt0139462,,80000000.0,118880016.0,,
Bunny Lake Is Missing,tt0058997,,,,,
Saraswatichandra,tt0148706,,,,,
"Mary Poppins, Goodbye",tt0085932,,,,,
Body Snatchers,tt0077745,,3500000.0,24949050.0,,
The Sons of the Great Bear,tt0059740,,6500000.0,,,
Night of the Lepus,tt0069005,,900000.0,,,
The Kiss of Evil,tt2948820,,,,,
Envy,tt0326856,,40000000.0,14494036.0,,
The Day After,tt0319262,,125000000.0,552639571.0,,
The 39 Steps,tt0026029,,50000.0,52623.0,,
The Wizard of Oz,tt0032138,,2777000.0,25637669.0,,
The Portrait of a Lady,tt0117364,,,3692836.0,,
Barnens Ö,tt0080419,,,,,
Cheaper by the Dozen,tt0349205,,40000000.0,190538630.0,,
Black Narcissus,tt0039192,,280000.0,166391.0,,
Christine,tt0085333,,9700000.0,21045763.0,,
Auntie Mame,tt0051383,,2240000.0,,,
"Kaasua, komisario Palmu!",tt0055038,,,,,
Shiloh,tt0120118,,,1007822.0,,
Stories from the Kronen,tt0110036,,,,,
Ill-Fated Love,tt0077159,,,,,
The Adventures of Bullwhip Griffin,tt0061333,,,,,
La Bête humaine,tt0029957,,,,,
Resistance,tt6914122,,,449753.0,,
The House of Temperley,tt0326954,,,,,
The Landowner's Daughter,tt0194385,,,,,
The Three Lives of Thomasina,tt0057579,,,,,
Devdas,tt0238936,,500000000.0,5428774.0,,
Katinka,tt0096368,,,,,
That Uncertain Feeling,tt0034274,,,,,
Tell No One,tt0362225,,11700000.0,33428799.0,,
Victory Through Air Power,tt0036497,,788000.0,,,
The Long Goodbye,tt0070334,,1700000.0,23191.0,,
Arsenic and Old Lace,tt0036613,,1164000.0,,,
Dune,tt10466872,,,,,
Hanyut,tt1823126,,18000000.0,,,
The Goalkeeper's Fear of the Penalty,tt0066773,,620000.0,,,
Nicholas Nickleby,tt0309912,,10000000.0,3651462.0,,
Désirée,tt0046903,,2720000.0,,,
The Railway Children,tt32889461,,,,,
The Twonky,tt0046475,,,,,
Get Real,tt0212662,,,,,
The Getting of Wisdom,tt0076079,,,166.0,,
The Actress,tt14107656,,,,,
Shamo,tt1029238,,,417548.0,,
The Relic,tt0120004,,40000000.0,33956608.0,,
Summer Magic,tt0057542,,,,,
The Sterile Cuckoo,tt0065037,,,,,
Trishna,tt1836987,,,967672.0,,
Alila,tt0349079,,,193385.0,,
Nightjohn,tt0117180,,,,,
The Man with the Golden Arm,tt0048347,,1000000.0,4652.0,,
Dances with Wolves,tt0099348,,22000000.0,424208848.0,,
The War of the Worlds: Next Century,tt0407304,,132000000.0,603873504.0,,
Modesty Blaise,tt0060708,,1000000.0,170.0,,
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",tt0083745,,850000.0,840958.0,,
The Secret of Roan Inish,tt0111112,,3000000.0,6159269.0,,
Tovaritch,tt0856025,,,,,
The Castilian,tt0056646,,,,,
Blue,tt1595859,,,,,
The Old Lady Who Walked in the Sea,tt0103207,,,,,
The Luzhin Defence,tt0211492,,,1873620.0,,
The Horsemen,tt0067216,,6000000.0,,,
Blood and Chocolate,tt0397044,,15000000.0,6340723.0,,
Parthiban Kanavu,tt0388323,,1000000000.0,,,
Nils Karlsson Pyssling,tt0100264,,,,,
My Friend Joe,tt0117015,,4000000.0,,,
The Chronicles of Narnia: The Voyage of the Dawn Treader,tt0980970,,155000000.0,415686217.0,,
Speak,tt27534307,,15000000.0,76756109.0,,
Dead Mountaineer's Hotel,tt0204526,,,,,
Shadows and Fog,tt0105378,,14000000.0,2735731.0,,
Witchfinder General,tt0063285,,83000.0,,,
Little Lord Fauntleroy,tt0081062,,,,,
Paranoid Park,tt0842929,,3000000.0,4545747.0,,
Julia,tt10975574,,,,,
David Copperfield,tt0167872,,,,,
Batoru rowaiaru II: Chinkonka,tt0338763,,9000000.0,14902587.0,,
Port of Seven Seas,tt0030615,,,,,
The Diary of a Chambermaid,tt0038477,,,,,
The Phantom of the Opera,tt0293508,,70000000.0,154674241.0,,
Tess of the Storm Country,tt0013662,,400000.0,,,
Gerusalemme liberata,tt0050429,,,,,
Seconds,tt0060955,,,165.0,,
Barry Lyndon,tt0072684,,11000000.0,279084.0,,
Jane Eyre,tt1229822,,,34710627.0,,
Jane Eyre,tt1229822,,,34710627.0,,
Totò sceicco,tt0043059,,,,,
The Spy Who Came in from the Cold,tt0059749,,,342.0,,
The Missiles of October,tt0071847,,,,,
Life with father,tt0039566,,4700000.0,,,
Bullet to the Head,tt1308729,,45000000.0,21947209.0,,
The Man From London,tt1638355,,75000000.0,110045109.0,,
Just Ask for Diamond,tt0095419,,,12751.0,,
Enter Laughing,tt0061626,,,,,
By Dawn's Early Light,tt0099197,,,,,
The Thirteenth Floor,tt0139809,,16000000.0,18564088.0,,
Holes,tt0311289,,20000000.0,71406573.0,,
Le comte de Monte-Cristo,tt26446278,,42900000.0,74915613.0,,
The Sound and the Fury,tt3026144,,,,,
Oscar and Lucinda,tt0119843,,16000000.0,1897404.0,,
Always Outnumbered,tt0146425,,,,,
Pirates of the Caribbean: On Stranger Tides,tt1298650,,250000000.0,1046721266.0,,
Hunting and Gathering,tt0792965,,,31927276.0,,
Sleuth,tt0069281,,,,,
Song at Midnight,tt0206442,,,,,
Hopelessly Lost,tt0123277,,,,,
East Lynne,tt0158596,,,,,
Le Chat,tt0066906,,,,,
Manon,tt0091480,,,3940542.0,,
"Kiss Me, Stupid",tt0058265,,3500000.0,8869.0,,
The Warriors,tt0080120,,4000000.0,22495288.0,,
A Little Romance,tt0079477,,3000000.0,,,
Ambassador Bill,tt0021606,,,,,
Freedomland,tt0349467,,37665000.0,14655628.0,,
Christmas with the Kranks,tt0388419,,60000000.0,96593018.0,,
Requiem for a Dream,tt0180093,,4500000.0,7390108.0,,
Mimi,tt0079077,,,,,
Topkapi,tt0058672,,,,,
Crossed Swords,tt0077381,,8000000.0,,,
No Greater Glory,tt0025569,,,,,
Emma,tt9214832,,10000000.0,25932444.0,,
Last of the Renegades,tt3581920,,,,,
The Big Sleep,tt0038355,,250000.0,51050.0,,
The Good Companions,tt0373870,,,,,
The Beast Within,tt14539318,,,51860.0,,
Zero Focus,tt0227858,,,,,
The Wayward Bus,tt0051182,,,,,
Tomie: Re-birth,tt0348225,,,,,
Manhunter,tt0091474,,15000000.0,8624009.0,,
Arakawa Under the Bridge,tt19484050,,,,,
A Damsel in Distress,tt0028757,,1035000.0,,,
Borstal Boy,tt0221838,,,87400.0,,
"Two Living, One Dead",tt0055556,,,,,
World War Z,tt0816711,,190000000.0,540455876.0,,
Les Misérables,tt1707386,,61000000.0,442757529.0,,
War of the Worlds,tt9686194,,,,,
The Even Chance,tt0129686,,,,,
Silver Blaze,tt0029565,,,,,
Above Suspicion,tt5688068,,,25396.0,,
Rebecca,tt0032976,,1288000.0,113328.0,,
Riding the Bullet,tt0355954,,5000000.0,264505.0,,
The Body Snatcher,tt0037549,,125000.0,,,
"Danny, the Champion of the World",tt0097152,,,,,
The Railway Children,tt32889461,,,,,
Bra mennesker,tt0028658,,,,,
Mystery Men,tt0132347,,68000000.0,33461746.0,,
Tales from the Darkside: The Movie,tt0100740,,3500000.0,16324573.0,,
A Bronx Tale,tt0106489,,22000000.0,17287898.0,,
Death and the Maiden,tt0109579,,12000000.0,3103716.0,,
Le Lièvre de Vatanen,tt0462690,,,1049.0,,
Young Ivanhoe,tt0115032,,,,,
Cutting It Short,tt0081363,,,,,
James A. Michener's Texas,tt0076993,,,,,
Mrs. Doubtfire,tt0107614,,25000000.0,441286195.0,,
1984,tt0087803,,3000000.0,8431544.0,,
The Last Days of Pompeii,tt0086746,,,,,
Beloved,tt0120603,,80000000.0,22852487.0,,
Tarzan and the Golden Lion,tt0018464,,,,,
So Dear to My Heart,tt0041890,,,,,
Kelinlar qo'zg'oloni,tt2514328,,,,,
Possible Worlds,tt11170862,,,,,
The Rage: Carrie 2,tt0144814,,21000000.0,17762705.0,,
A Dog of Flanders,tt0160216,,7000000.0,2165637.0,,
Sons of Ingmar,tt0010298,,,,,
Crows ZERO,tt1016290,,,22036607.0,,
The Case of the Howling Dog,tt0024958,,,,,
Choke,tt1024715,,3000000.0,3982459.0,,
100 Rifles,tt0063970,,3920000.0,,,
Rice People,tt0107662,,,,,
Havinck,tt0093156,,,,,
Creepshow,tt8762206,,,,,
Breakfast of Champions,tt0120618,,12000000.0,178278.0,,
Snow Flower and the Secret Fan,tt1541995,,6000000.0,11348205.0,,
Under Capricorn,tt0042004,,,,,
The Master of Ballantrae,tt0046054,,,,,
Unidentified Flying Oddball,tt0080062,,,,,
Carousel,tt0049055,,,990.0,,
The Moonshine War,tt0066096,,,,,
Five Finger Exercise,tt0055987,,,,,
The Silence of the Lambs,tt0102926,,19000000.0,272742922.0,,
Big Man on Campus,tt0096925,,,,,
The NeverEnding Story II: The Next Chapter,tt0100240,,36000000.0,17373527.0,,
Wit,tt0243664,,,,,
12:01 PM,tt0098962,,,,,
127 Hours,tt1542344,,18000000.0,60738797.0,,
The Mystery of Edwin Drood,tt1991897,,,,,
Huckleberry Finn,tt0031020,,,,,
Frozen Land,tt0388318,,1400000.0,1701582.0,,
I misteri della giungla nera,tt0098862,,,,,
Agnes of God,tt0088683,,10000000.0,25627836.0,,
That Night in Rio,tt0034273,,,,,
Little Men,tt0145048,,,104255.0,,
Five Star Final,tt0021873,,310000.0,,,
Profumo di donna,tt0072037,,,41998.0,,
El verdugo de Sevilla,tt0180280,,,,,
The Bourne Identity,tt0258463,,60000000.0,214034224.0,,
Jonathan Livingston Seagull,tt0070248,,1500000.0,,,
The Diary of Anne Frank,tt0052738,,3800000.0,,,
Night of the Demon,tt0050766,,,,,
Hercules and the Conquest of Atlantis,tt0110016,,,,,
Portrait of Jennie,tt0040705,,4041000.0,,,
Little Voice,tt0147004,,,4611784.0,,
About Red Cap,tt17809468,,,,,
Lucky Jim,tt0050660,,,,,
No Greater Love,tt0053114,,,,,
High Society,tt0049314,,2700000.0,13358.0,,
Quartet,tt1441951,,11000000.0,59520298.0,,
The Delinquents,tt18558306,,,313531.0,,
Monsieur Ibrahim,tt0329388,,,12364836.0,,
Soldiers Of Salamina,tt0314693,,,1481789.0,,
Equus,tt0075995,,4000000.0,,,
I Capture the Castle,tt0300015,,8000000.0,6586341.0,,
The Gambler,tt2039393,,25000000.0,39280992.0,,
Christmas Cupid,tt1699746,,,,,
Sherlock Holmes and Dr. Watson,tt0298697,,,,,
Peaceful Warrior,tt0438315,,10000000.0,4326927.0,,
99 Francs,tt0875113,,12447638.0,13444973.0,,
Le Grand alibi,tt0991347,,,3959804.0,,
The People That Time Forgot,tt0076535,,,,,
The Great Escape,tt0057115,,4000000.0,230637.0,,
The Cremator,tt0063633,,,,,
Enemy Mine,tt0089092,,40000000.0,12303411.0,,
Possession,tt0082933,,,1164496.0,,
Sherlock Holmes,tt0988045,,90000000.0,524028679.0,,
Man Friday,tt0074849,,,,,
The Phantom of Hollywood,tt0071993,,,,,
Barefoot Gen 2,tt0171357,,,,,
The Tailor of Panama,tt0236784,,21000000.0,28008462.0,,
Mysterious Skin,tt0370986,,,1532932.0,,
The Red Pony,tt0041792,,2000000.0,,,
Tomie vs Tomie,tt1100022,,,,,
Dombey and Son,tt0233598,,,,,
The Ides of March,tt1124035,,12500000.0,76338111.0,,
The Adventures of Huck Finn,tt0106223,,6500000.0,24103594.0,,
Mad Love,tt0113729,,,15453274.0,,
The Bushbaby,tt0065504,,,,,
How to Lose Friends & Alienate People,tt0455538,,28000000.0,19152009.0,,
The Virginian,tt0055710,,,,,
The Seven Year Itch,tt0048605,,1800000.0,20487.0,,
In a Dark Place,tt0460435,,5000000.0,,,
The Brain Eaters,tt0051432,,30000.0,,,
Peruvazhiyambalam,tt0216971,,,,,
The Seventh Son,tt1121096,,95000000.0,114178613.0,,
Clear and Present Danger,tt0109444,,62000000.0,215887717.0,,
The Bourne Identity,tt0258463,,60000000.0,214034224.0,,
The Andromeda Strain,tt0066769,,6500000.0,445.0,,
"Candide, or the Optimist of the Twentieth Century",tt0054719,,,,,
No Exit,tt7550014,,,,,
The Little Mermaid,tt5971474,,355100000.0,569626289.0,,
Hôtel du Nord,tt0030252,,,,,
Son of Flubber,tt0057518,,2000000.0,,,
Doña Bárbara,tt1287391,,,,,
Steppenwolf,tt0072206,,1200000.0,,,
The Deadly Affair,tt0061556,,,,,
The Reader,tt0976051,,32000000.0,108902486.0,,
The Yellow Dog,tt0113028,,,11642946.0,,
Shooter,tt0822854,,61000000.0,95696996.0,,
The Dictator,tt1645170,,65000000.0,179379533.0,,
Katerina Izmailova,tt0122128,,,,,
The Discarnates,tt0125217,,,,,
Planet of the Apes,tt11389872,,160000000.0,397378150.0,,
Z,tt3843168,,,,,
The Scarlet Letter,tt0114345,,46000000.0,10382407.0,,
Monte Cristo,tt26446278,,42900000.0,74915613.0,,
Hoshi Mamoru Inu,tt1714850,,,10298964.0,,
Conquest of the Planet of the Apes,tt0068408,,1700000.0,9043472.0,,
The Long Ships,tt0057259,,3000000.0,,,
Educating Rita,tt0085478,,,14648076.0,,
These Three,tt0028356,,,,,
Moby Dick,tt0049513,,4500000.0,353.0,,
The Joy Luck Club,tt0107282,,11000000.0,32901136.0,,
Resurrection,tt33043892,,,,,
The Land That Time Forgot,tt0073260,,1500000.0,,,
Frida,tt0120679,,12000000.0,56298474.0,,
Last Stand at Saber River,tt0119501,,,,,
La Vérité sur Bébé Donge,tt0045302,,,,,
Metroland,tt0119665,,,26682.0,,
No Room at the Inn,tt0151771,,,,,
Magic,tt1915581,,7000000.0,167282900.0,,
Moby Dick,tt0049513,,4500000.0,353.0,,
Buick Riviera,tt0995712,,1000000.0,,,
The Call of the Wild,tt7504726,,135000000.0,111166669.0,,
Planeta Bur,tt0056352,,,,,
The Trail of the Lonesome Pine,tt0028401,,,,,
Camille,tt0094828,,,3331892.0,,
The Legend of Zu,tt11247158,,,,,
Colossus: The Forbin Project,tt0064177,,,,,
The Boy in the Striped Pyjamas,tt0914798,,12500000.0,40416563.0,,
Zaza,tt0014636,,,,,
Cecilia,tt0212049,,,,,
Three Days of the Condor,tt0073802,,20000000.0,27476252.0,,
The Ghosts of Girlfriends Past,tt0821640,,37500000.0,102366815.0,,
The Ambassador,tt0118257,,,,,
Pan Tadeusz,tt0170351,,12500000.0,,,
My Side of the Mountain,tt0064708,,,,,
The Squeaker,tt0057718,,,,,
Charley's Aunt,tt0033457,,,,,
Age of the Dragons,tt1594917,,,,,
Cousin Bette,tt0118894,,,1295194.0,,
Blind Spot: Hitler's Secretary,tt31054856,,,,,
Billion Dollar Brain,tt0061405,,,214.0,,
Trucks,tt0120380,,,,,
Quasimodo d'El Paris,tt0163166,,,9747653.0,,
The Harder They Fall,tt10696784,,,8292.0,,
Watchers 3,tt2140659,,2000.0,,,
Barbara,tt2178941,,,6908277.0,,
The Children Thief,tt0103224,,,,,
Mayrig,tt0102421,,,,,
Nosso Lar,tt1467388,,12000000.0,21225527.0,,
Man of La Mancha,tt0068909,,12000000.0,,,
The Hunger,tt1392170,,78000000.0,695220619.0,,
The Devil's Arithmetic,tt0179148,,,,,
The Other Side of Midnight,tt0076507,,,24652021.0,,
The Ghost Writer,tt1139328,,45000000.0,60331447.0,,
The Green Pastures,tt0080090,,,,,
Children of Men,tt0206634,,76000000.0,70596471.0,,
The Forty-First,tt0049783,,,,,
Going Postal,tt1219817,,,,,
Harry Potter and the Order of the Phoenix,tt0373889,,150000000.0,942862581.0,,
Don't Move,tt24807110,,,,,
Lolita,tt0119558,,62000000.0,1071255.0,,
La Bohème,tt0016669,,693000.0,,,
Howling II: Stirba - Werewolf Bitch,tt0089308,,,,,
Alice in Wonderland,tt1014759,,200000000.0,1025468216.0,,
Lifeforce,tt0089489,,25000000.0,11605118.0,,
The Lost World,tt0119567,,73000000.0,618638999.0,,
Malcolm X,tt0104797,,33000000.0,48169910.0,,
Caro Michele,tt0074284,,,,,
The Horse of Pride,tt32172467,,,,,
What Price Glory,tt0045323,,,,,
He's Just Not That Into You,tt1001508,,40000000.0,178866158.0,,
Life of Pi,tt0454876,,120000000.0,609016565.0,,
Cross my Heart and Hope to Die,tt28768830,,,,,
Midnight in Paris,tt1605783,,17000000.0,151672318.0,,
The Old Curiosity Shop,tt1023343,,,,,
Alice or the Last Escapade,tt25811198,,,,,
Legally Blonde,tt0250494,,18000000.0,141778365.0,,
Solstorm,tt0997282,,,2851808.0,,
Puppet on a Chain,tt0066258,,,,,
La Passante du Sans-Souci,tt0084479,,,,,
Dracula: Dead and Loving It,tt0112896,,30000000.0,10772144.0,,
Time to Kill,tt0117913,,40000000.0,152266007.0,,
Parineeta,tt33014566,,,,,
The Hound of the Baskervilles,tt0052905,,,,,
Saviour of the Soul,tt0104322,,,,,
Stardust,tt0486655,,70000000.0,137515140.0,,
The Lady of the Camellias,tt0228503,,,,,
On Fertile Lands,tt0343422,,,15538.0,,
Restoration,tt0114272,,19000000.0,4005941.0,,
The Philadelphia Story,tt0032904,,944000.0,413654.0,,
The Spider's Stratagem,tt0066413,,,,,
The Year of Living Dangerously,tt0086617,,13000000.0,10278575.0,,
The NeverEnding Story III,tt0110647,,17000000.0,,,
Parineeta,tt33014566,,,,,
Terminus,tt3399896,,,101.0,,
To the Last Man,tt0104379,,,,,
